Symbol,Name,Country
WINA,Winmark Corporation Common Stock,United States
WING,Wingstop Inc. Common Stock,United States
WINT,Windtree Therapeutics Inc. Common Stock,United States
WINV,WinVest Acquisition Corp. Common Stock,United States
WINVR,WinVest Acquisition Corp. Right,United States
WINVU,WinVest Acquisition Corp. Unit,United States
WINVW,WinVest Acquisition Corp. Warrant,United States
WIRE,Encore Wire Corporation Common Stock,United States
WISA,Summit Wireless Technologies Inc. Common Stock,United States
WISH,ContextLogic Inc. Class A Common Stock,United States
WIT,Wipro Limited Common Stock,India
WIW,Western Asset Inflation-Linked Opportunities & Income Fund,United States
WIX,Wix.com Ltd. Ordinary Shares,Israel
WK,Workiva Inc. Class A Common Stock,United States
WKEY,WISeKey International Holding AG American Depositary Shares,Switzerland
WKHS,Workhorse Group Inc. Common Stock,United States
WKME,WalkMe Ltd. Ordinary Shares,Israel
WKSP,Worksport Ltd. Common Stock,Canada
WKSPW,Worksport Ltd. Warrant,Canada
WLDN,Willdan Group Inc. Common Stock,United States
WLFC,Willis Lease Finance Corporation Common Stock,United States
WLK,Westlake Chemical Corporation Common Stock,United States
WLKP,Westlake Chemical Partners LP Common Units representing limited partner interests,United States
WLL,Whiting Petroleum Corporation Common Stock (New),United States
WLMS,Williams Industrial Services Group Inc. Common Stock,
WLTW,Willis Towers Watson Public Limited Company Ordinary Shares,United Kingdom
WM,Waste Management Inc. Common Stock,United States
WMB,Williams Companies Inc. (The) Common Stock,United States
WMC,Western Asset Mortgage Capital Corporation Common Stock,United States
WMG,Warner Music Group Corp. Class A Common Stock,United States
WMK,Weis Markets Inc. Common Stock,United States
WMPN,William Penn Bancorporation Common Stock,United States
WMS,Advanced Drainage Systems Inc. Common Stock,United States
WMT,Walmart Inc. Common Stock,United States
WNC,Wabash National Corporation Common Stock,United States
WNEB,Western New England Bancorp Inc. Common Stock,United States
WNS,WNS (Holdings) Limited Sponsored ADR (Jersey),India
WNW,Wunong Net Technology Company Limited Ordinary Shares,China
WOLF,Wolfspeed Inc. Common Stock,United States
WOOF,Petco Health and Wellness Company Inc. Class A Common Stock,United States
WOR,Worthington Industries Inc. Common Stock,United States
WORX,SCWorx Corp. Common Stock,United States
WOW,WideOpenWest Inc. Common Stock,United States
WPC,W. P. Carey Inc. REIT,United States
WPCA,Warburg Pincus Capital Corporation IA Class A Ordinary Shares,
WPCB,Warburg Pincus Capital Corporation IB Class A Ordinary Shares,
WPM,Wheaton Precious Metals Corp Common Shares (Canada),Canada
WPP,WPP plc American Depositary Shares,Ireland
WPRT,Westport Fuel Systems Inc Common Shares,Canada
WQGA,World Quantum Growth Acquisition Corp. Class A Ordinary Shares,
WRAC,Williams Rowland Acquisition Corp. Common Stock,
WRAP,Wrap Technologies Inc. Common Stock,United States
WRB,W.R. Berkley Corporation Common Stock,United States
WRB^E,W.R. Berkley Corporation 5.70% Subordinated Debentures due 2058,United States
WRB^F,W.R. Berkley Corporation 5.10% Subordinated Debentures due 2059,United States
WRB^G,W.R. Berkley Corporation 4.25% Subordinated Debentures due 2060,United States
WRB^H,W.R. Berkley Corporation 4.125% Subordinated Debentures due 2061,United States
WRBY,Warby Parker Inc. Class A Common Stock,
WRE,Washington Real Estate Investment Trust Common Stock,United States
WRK,Westrock Company Common Stock,
WRLD,World Acceptance Corporation Common Stock,United States
WRN,Western Copper and Gold Corporation Common Stock,Canada
WSBC,WesBanco Inc. Common Stock,United States
WSBCP,WesBanco Inc. Depositary Shares Each Representing a 1/40th Interest in a Share of 6.75% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock Series A,United States
WSBF,Waterstone Financial Inc. Common Stock (MD),United States
WSC,WillScot Mobile Mini Holdings Corp. Class A Common Stock,United States
WSFS,WSFS Financial Corporation Common Stock,United States
WSM,Williams-Sonoma Inc. Common Stock (DE),United States
WSO,Watsco Inc. Common Stock,United States
WSO/B,Watsco Inc.,United States
WSR,Whitestone REIT Common Shares,United States
WST,West Pharmaceutical Services Inc. Common Stock,United States
WSTG,Wayside Technology Group Inc. Common Stock,United States
WTBA,West Bancorporation Common Stock,United States
WTER,The Alkaline Water Company Inc. Common Stock,United States
WTFC,Wintrust Financial Corporation Common Stock,United States
WTFCM,Wintrust Financial Corporation Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock Series D,United States
WTFCP,Wintrust Financial Corporation Depositary Shares Each Representing a 1/1000th Interest in a Share of 6.875% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock Series E,United States
WTI,W&T Offshore Inc. Common Stock,United States
WTM,White Mountains Insurance Group Ltd. Common Stock,United States
WTRG,Essential Utilities Inc. Common Stock,United States
WTRH,Waitr Holdings Inc. Common Stock,United States
WTRU,Essential Utilities Inc. 6.00% TEU,United States
WTS,Watts Water Technologies Inc. Class A Common Stock,United States
WTT,Wireless Telecom Group  Inc. Common Stock,United States
WTTR,Select Energy Services Inc. Class A Common Stock,United States
WU,Western Union Company (The) Common Stock,United States
WVE,Wave Life Sciences Ltd. Ordinary Shares,Singapore
WVFC,WVS Financial Corp. Common Stock,United States
WVVI,Willamette Valley Vineyards Inc. Common Stock,United States
WVVIP,Willamette Valley Vineyards Inc. Series A Redeemable Preferred Stock,United States
WW,WW International Inc. Common Stock,United States
WWD,Woodward Inc. Common Stock,United States
WWE,World Wrestling Entertainment Inc. Class A Common Stock,United States
WWR,Westwater Resources Inc. Common Stock,United States
WWW,Wolverine World Wide Inc. Common Stock,United States
WY,Weyerhaeuser Company Common Stock,United States
WYNN,Wynn Resorts Limited Common stock,United States
WYY,WidePoint Corporation Common Stock,United States
X,United States Steel Corporation Common Stock,United States
XAIR,Beyond Air Inc. Common Stock,United States
XBIO,Xenetic Biosciences Inc. Common Stock,United States
XBIOW,Xenetic Biosciences Inc. Warrants,United States
XBIT,XBiotech Inc. Common Stock,United States
XCUR,Exicure Inc. Common Stock,United States
XEL,Xcel Energy Inc. Common Stock,United States
XELA,Exela Technologies Inc. Common Stock,United States
XELB,Xcel Brands Inc. Common Stock,United States
XENE,Xenon Pharmaceuticals Inc. Common Shares,Canada
XENT,Intersect ENT Inc. Common Stock,United States
XERS,Xeris Biopharma Holdings Inc. Common Stock,United States
XFLT,XAI Octagon Floating Rate & Alternative Income Term Trust Common Shares of Beneficial Interest,United States
XFLT^A,XAI Octagon Floating Rate & Alternative Income Term Trust 6.50% Series 2026 Term Preferred Shares (Liquidation Preference $25.00),United States
XFOR,X4 Pharmaceuticals Inc. Common Stock,United States
XGN,Exagen Inc. Common Stock,United States
XHR,Xenia Hotels & Resorts Inc. Common Stock,United States
XIN,Xinyuan Real Estate Co Ltd American Depositary Shares,China
XL,XL Fleet Corp. Class A Common Stock,
XLNX,Xilinx Inc. Common Stock,United States
XLRN,Acceleron Pharma Inc. Common Stock,United States
XM,Qualtrics International Inc. Class A Common Stock,United States
XMTR,Xometry Inc. Class A Common Stock,United States
XNCR,Xencor Inc. Common Stock,United States
XNET,Xunlei Limited American Depositary Receipts,China
XOG,Extraction Oil & Gas Inc. Common Stock,United States
XOM,Exxon Mobil Corporation Common Stock,United States
XOMA,XOMA Corporation Common Stock,United States
XOMAO,XOMA Corporation Depositary Shares Rep Series B 8.375% Cumulative Preferred Stock,United States
XOMAP,XOMA Corporation 8.625% Series A Cumulative Perpetual Preferred Stock,United States
XONE,The ExOne Company Common Stock,United States
XOS,Xos Inc. Common Stock,United States
XOSWW,Xos Inc. Warrants,United States
XP,XP Inc. Class A Common Stock,Brazil
XPAX,XPAC Acquisition Corp. Class A Ordinary Shares,United States
XPAXU,XPAC Acquisition Corp. Unit,United States
XPAXW,XPAC Acquisition Corp. Warrant,United States
XPDI,Power & Digital Infrastructure Acquisition Corp. Class A Common Stock,United States
XPDIU,Power & Digital Infrastructure Acquisition Corp. Unit,United States
XPDIW,Power & Digital Infrastructure Acquisition Corp. Warrant,United States
XPEL,XPEL Inc. Common Stock,United States
XPER,Xperi Holding Corporation Common Stock,United States
XPEV,XPeng Inc. American depositary shares each representing two Class A ordinary shares,China
XPL,Solitario Zinc Corp. Common Stock,United States
XPO,XPO Logistics Inc.,United States
XPOA,DPCM Capital Inc. Class A Common Stock,United States
XPOF,Xponential Fitness Inc. Class A Common Stock,
XPRO,Expro Group Holdings N.V. Common Stock,
XRAY,DENTSPLY SIRONA Inc. Common Stock,United States
XRTX,XORTX Therapeutics Inc. Common Stock,Canada
XRX,Xerox Holdings Corporation Common Stock,United States
XSPA,XpresSpa Group Inc. Common Stock,United States
XTLB,XTL Biopharmaceuticals Ltd. American Depositary Shares,Israel
XTNT,Xtant Medical Holdings Inc. Common Stock,United States
XXII,22nd Century Group Inc. Common Stock,United States
XYF,X Financial American Depositary Shares each representing six Class A Ordinary Shares,
XYL,Xylem Inc. Common Stock New,United States
Y,Alleghany Corporation Common Stock,United States
YAC,Yucaipa Acquisition Corporation Class A Ordinary Shares,United States
YALA,Yalla Group Limited American Depositary Shares each representing one Class A Ordinary Share,United Arab Emirates
YCBD,cbdMD Inc. Common Stock,United States
YCBD^A,cbdMD Inc. 8.0% Series A Cumulative Convertible Preferred Stock,United States
YELL,Yellow Corporation Common Stock,United States
YELP,Yelp Inc. Common Stock,United States
YETI,YETI Holdings Inc. Common Stock,United States
YEXT,Yext Inc. Common Stock,United States
YGMZ,MingZhu Logistics Holdings Limited Ordinary Shares,China
YI,111 Inc. American Depositary Shares,China
YJ,Yunji Inc. American Depository Shares,China
YMAB,Y-mAbs Therapeutics Inc. Common Stock,United States
YMM,Full Truck Alliance Co. Ltd. American Depositary Shares (each representing 20 Class A Ordinary Shares),
YMTX,Yumanity Therapeutics Inc. Common Stock,United States
YNDX,Yandex N.V. Class A Ordinary Shares,Netherlands
YORW,York Water Company (The) Common Stock,United States
YOU,Clear Secure Inc. Class A Common Stock,
YPF,YPF Sociedad Anonima Common Stock,Argentina
YQ,17 Education & Technology Group Inc. American Depositary Shares,China
YRD,Yiren Digital Ltd. American Depositary Shares each representing two ordinary shares,China
YSAC,Yellowstone Acquisition Company Class A Common Stock,United States
YSACU,Yellowstone Acquisition Company Units,United States
YSACW,Yellowstone Acquisition Company Warrants to purchase Class A common stock,United States
YSG,Yatsen Holding Limited American Depositary Shares each representing four Class A ordinary shares,China
YTEN,Yield10 Bioscience Inc. Common Stock,United States
YTPG,TPG Pace Beneficial II Corp. Class A Ordinary Shares,
YTRA,Yatra Online Inc. Ordinary Shares,India
YUM,Yum! Brands Inc.,United States
YUMC,Yum China Holdings Inc. Common Stock,United States
YVR,Liquid Media Group Ltd. Common Shares,Canada
YY,JOYY Inc. American Depositary Shares,China
Z,Zillow Group Inc. Class C Capital Stock,United States
ZBH,Zimmer Biomet Holdings Inc. Common Stock,United States
ZBRA,Zebra Technologies Corporation Class A Common Stock,United States
ZCMD,Zhongchao Inc. Class A Ordinary Shares,China
ZD,Ziff Davis Inc. Common Stock,United States
ZDGE,Zedge Inc. Class B Common Stock ,
ZEAL,Zealand Pharma A/S American Depositary Shares,Denmark
ZEN,Zendesk Inc. Common Stock,
ZENV,Zenvia Inc. Class A Common Stock,Brazil
ZEPP,Zepp Health Corporation American Depositary Shares,China
ZEST,Ecoark Holdings Inc. Common Stock,United States
ZETA,Zeta Global Holdings Corp. Class A Common Stock,
ZEUS,Olympic Steel Inc. Common Stock,United States
ZEV,Lightning eMotors Inc Common Stock,
ZG,Zillow Group Inc. Class A Common Stock,United States
ZGNX,Zogenix Inc. Common Stock,United States
ZGYH,Yunhong International Class A Ordinary Shares,China
ZGYHR,Yunhong International Right,China
ZGYHW,Yunhong International Warrant,China
ZH,Zhihu Inc. American Depositary Shares (every two of each representing one Class A ordinary share),
ZI,ZoomInfo Technologies Inc. Class A Common Stock,United States
ZIM,ZIM Integrated Shipping Services Ltd. Ordinary Shares,
ZION,Zions Bancorporation N.A. Common Stock,United States
ZIONL,Zions Bancorporation 6.95% Fixed-to-Floating Rate Subordinated Notes,United States
ZIONO,Zions Bancorporation N.A. Dep Shs Repstg 1/40th Perp Pfd Ser G,United States
ZIONP,Zions Bancorporation N.A. Depositary Shares (Each representing 1/40th Interest in a Share of Series A Floating-Rate Non-Cumulative Perpetual Preferred Stock),United States
ZIOP,ZIOPHARM Oncology Inc Common Stock,United States
ZIP,ZipRecruiter Inc. Class A Common Stock,
ZIVO,Zivo Bioscience Inc. Common Stock,United States
ZIVOW,Zivo Bioscience Inc. Warrants,United States
ZIXI,Zix Corporation Common Stock,United States
ZKIN,ZK International Group Co. Ltd Ordinary Share,China
ZLAB,Zai Lab Limited American Depositary Shares,China
ZM,Zoom Video Communications Inc. Class A Common Stock,United States
ZME,Zhangmen Education Inc. American Depositary Shares each representing nine (9) Class A ordinary shares,
ZNGA,Zynga Inc. Class A Common Stock,United States
ZNH,China Southern Airlines Company Limited Common Stock,China
ZNTE,Zanite Acquisition Corp. Class A Common Stock,United States
ZNTEU,Zanite Acquisition Corp. Unit,United States
ZNTEW,Zanite Acquisition Corp. Warrant,United States
ZNTL,Zentalis Pharmaceuticals Inc. Common Stock,United States
